Metabolite Name,increased or decreased,Organ,Sex,Age,Species,InChIKey,Keggs,Lipid Maps,Pubchem CID,Standardized Name,Formula,Exact mass,Subclass,HMDB,DOI,Title
"5-pregnen-3b, 17-diol-20-one 3-sulfate",decreased,serum,,55-65,Humans,LKQDFQLSEHWIRK-JRRMKBMNSA-N,No result,No result,111243,17-Hydroxypregnenolone sulfate,C21H32O6S,412.192,Sulfate conjugates,No result,https://doi.org/10.1248/bpb.b16-00226,Gender- and Age-Associated Differences in Serum Metabolite Profiles among Japanese Populations
pregn steroid monosulfate,decreased,serum,,55-65,Humans,DIJBBUIOWGGQOP-QGVNFLHTSA-N,C18044,LMST05020014,105074,Pregnenolone sulfate,C21H32O5S,396.197,Sulfate conjugates,HMDB0060382,https://doi.org/10.1248/bpb.b16-00226,Gender- and Age-Associated Differences in Serum Metabolite Profiles among Japanese Populations
pregnanediol-3-glucuronide,decreased,serum,,55-65,Humans,ZFFFJLDTCLJDHL-JQYCEVDMSA-N,No result,LMST05010049,123796,Pregnanediol-3-glucuronide,C27H44O8,496.3036,Glucuronic acid conjugates,HMDB0010318,https://doi.org/10.1248/bpb.b16-00226,Gender- and Age-Associated Differences in Serum Metabolite Profiles among Japanese Populations
dehydroisoandrosterone sulfate (DHEA-S),decreased,serum,,55-65,Humans,CZWCKYRVOZZJNM-USOAJAOKSA-N,C04555,LMST05020010,12594,Dehydroepiandrosterone sulfate,C19H28O5S,368.1657,Sulfate conjugates,HMDB0001032,https://doi.org/10.1248/bpb.b16-00226,Gender- and Age-Associated Differences in Serum Metabolite Profiles among Japanese Populations
16a-hydroxy DHEA 3-sulfate,decreased,serum,,55-65,Humans,ALBNSVAJDFJRKQ-DNKQKWOHSA-N,No result,LMST05020022,20848951,"3beta,16alpha-Dihydroxyandrostenone sulfate",C19H28O6S,384.1607,C19 steroids,HMDB0062611,https://doi.org/10.1248/bpb.b16-00226,Gender- and Age-Associated Differences in Serum Metabolite Profiles among Japanese Populations
"4-androsten-3beta,17beta-diol monosulfate",decreased,serum,,55-65,Humans,VPDALJSLCNNODJ-LOVVWNRFSA-N,No result,No result,No result,-,,,,No result,https://doi.org/10.1248/bpb.b16-00226,Gender- and Age-Associated Differences in Serum Metabolite Profiles among Japanese Populations
"4-androsten-3beta,17beta-diol disulfate (2)",decreased,serum,,55-65,Humans,UWPTUYJASNIIJM-LOVVWNRFSA-N,No result,No result,87120982,"4-Androsten-3beta,17beta-diol disulfate",C19H30O8S2,450.1382,C19 steroids,No result,https://doi.org/10.1248/bpb.b16-00226,Gender- and Age-Associated Differences in Serum Metabolite Profiles among Japanese Populations
andro steroid monosulfate (1),decreased,serum,,55-65,Humans,ZMITXKRGXGRMKS-HLUDHZFRSA-N,No result,LMST05020001,159663,5alpha-Androstane-3alpha-ol-17-one sulfate,C19H30O5S,370.1814,Sulfate conjugates,HMDB0002759,https://doi.org/10.1248/bpb.b16-00226,Gender- and Age-Associated Differences in Serum Metabolite Profiles among Japanese Populations
etiocholanolone glucuronide,decreased,serum,,55-65,Humans,VFUIRAVTUVCQTF-SDHZCXLISA-N,C11136,LMST05010014,443078,Androsterone 3-glucuronide,C25H38O8,466.2567,Glucuronic acid conjugates,HMDB0004484,https://doi.org/10.1248/bpb.b16-00226,Gender- and Age-Associated Differences in Serum Metabolite Profiles among Japanese Populations
C0,increased,serum,,32-81,Humans,IPMHTGKXJQHTQV-UHFFFAOYSA-N,No result,No result,No result,Carnitine,C7H15NO3,161.1052,Carnitines,No result,https://doi.org/10.1111/j.1474-9726.2012.00865.x,Human serum metabolic profiles are age dependent
C10:1,increased,serum,,32-81,Humans,WXBXVVIUZANZAU-CMDGGOBGSA-N,No result,LMFA01030029,5282724,CAR 10:1,C17H31NO4,313.2253,Acyl carnitines,HMDB0010726,https://doi.org/10.1111/j.1474-9726.2012.00865.x,Human serum metabolic profiles are age dependent
C12:1,increased,serum,,32-81,Humans,PAWGRNGPMLVJQH-ZHACJKMWSA-N,No result,LMFA01030788,5282729,CAR 12:1,C19H35NO4,341.2566,Acyl carnitines,HMDB0010729,https://doi.org/10.1111/j.1474-9726.2012.00865.x,Human serum metabolic profiles are age dependent
C18:1,increased,serum,,32-81,Humans,ZQPPMHVWECSIRJ-KTKRTIGZSA-N,C00712,LMFA01030002,445639,CAR 18:1,C25H47NO4,425.3505,Acyl carnitines,HMDB0000207,https://doi.org/10.1111/j.1474-9726.2012.00865.x,Human serum metabolic profiles are age dependent
SM C16:1,increased,serum,,32-81,Humans,ZKIVREDSEABFBU-NDBDZNEVSA-O,No result,No result,No result,SM 18:1;O2/16:1,C39H77N2O6P,700.5519,SM,HMDB0029216,https://doi.org/10.1111/j.1474-9726.2012.00865.x,Human serum metabolic profiles are age dependent
SM C18:1,increased,serum,,32-81,Humans,NBEADXWAAWCCDG-QDDWGVBQSA-N,No result,LMSP03010029,6443882,SM 18:1;O2/18:1,C41H81N2O6P,728.5832,SM,HMDB0012101,https://doi.org/10.1111/j.1474-9726.2012.00865.x,Human serum metabolic profiles are age dependent
PC aa C28:1,increased,serum,,32-81,Humans,XQPYHFHTTVXZKL-XBEBLRSGSA-N,No result,LMGP01011381,52922244,PC 28:1,C36H70NO8P,675.4839,PC,HMDB0007899,https://doi.org/10.1111/j.1474-9726.2012.00865.x,Human serum metabolic profiles are age dependent
histidine,decreased,serum,,32-81,Humans,HNDVDQJCIGZPNO-YFKPBYRVSA-N,C00135,No result,6274,Histidine,C6H9N3O2,155.0695,Amino acids,HMDB0000177,https://doi.org/10.1111/j.1474-9726.2012.00865.x,Human serum metabolic profiles are age dependent
"1,5-anhydroglucitol",decreased,plasma,,,Rats,MPCAJMNYNOGXPB-SLPGGIOYSA-N,C07326,No result,64960,"1,5-Anhydrosorbitol",C6H12O5,164.0685,Hexoses,HMDB0002712,https://doi.org/10.1016/0168-8227(94)90159-7,"Effect of aging on plasma 1,5-anhydroglucitol levels in humans and rats"
"1,5-anhydroglucitol",decreased,plasma,,16-91,Humans,MPCAJMNYNOGXPB-SLPGGIOYSA-N,C07326,No result,64960,"1,5-Anhydrosorbitol",C6H12O5,164.0685,Hexoses,HMDB0002712,https://doi.org/10.1016/0168-8227(94)90159-7,"Effect of aging on plasma 1,5-anhydroglucitol levels in humans and rats"
tyrosine,increased,cerebrospinal fluid,,50-64,Humans,OUYCCCASQSFEME-QMMMGPOBSA-N,C00082,No result,6057,Tyrosine,C9H11NO3,181.0739,Amino acids,HMDB0000158,https://doi.org/10.1007/BF02257676,"The effect of age on concentrations of monoamines, amino acids, and their related substances in the cerebrospinal fluid"
dopamine,increased,cerebrospinal fluid,,50-64,Humans,VYFYYTLLBUKUHU-UHFFFAOYSA-N,C03758,No result,681,Dopamine,C8H11NO2,153.079,Catecholamines,HMDB0000073,https://doi.org/10.1007/BF02257676,"The effect of age on concentrations of monoamines, amino acids, and their related substances in the cerebrospinal fluid"
HPLA-4,increased,cerebrospinal fluid,,50-64,Humans,JVGVDSSUAVXRDY-UHFFFAOYSA-N,C03672,No result,9378,4-Hydroxyphenyllactic acid,C9H10O4,182.0579,Phenylpropanoic acids,HMDB0000755,https://doi.org/10.1007/BF02257676,"The effect of age on concentrations of monoamines, amino acids, and their related substances in the cerebrospinal fluid"
dopamine,increased,cerebrospinal fluid,,65,Humans,VYFYYTLLBUKUHU-UHFFFAOYSA-N,C03758,No result,681,Dopamine,C8H11NO2,153.079,Catecholamines,HMDB0000073,https://doi.org/10.1007/BF02257676,"The effect of age on concentrations of monoamines, amino acids, and their related substances in the cerebrospinal fluid"
norepinephrine,increased,cerebrospinal fluid,,65,Humans,SFLSHLFXELFNJZ-QMMMGPOBSA-N,C00547,No result,439260,Norepinephrine,C8H11NO3,169.0739,Catechols,HMDB0000216,https://doi.org/10.1007/BF02257676,"The effect of age on concentrations of monoamines, amino acids, and their related substances in the cerebrospinal fluid"
homovanillic acid,increased,cerebrospinal fluid,,65,Humans,QRMZSPFSDQBLIX-UHFFFAOYSA-N,C05582,No result,1738,Homovanillic acid,C9H10O4,182.0579,Phenylacetic acids,HMDB0000118,https://doi.org/10.1007/BF02257676,"The effect of age on concentrations of monoamines, amino acids, and their related substances in the cerebrospinal fluid"
3-methoxy-4-hydroxy-phenylalanine,increased,cerebrospinal fluid,,65,Humans,PFDUUKDQEHURQC-ZETCQYMHSA-N,No result,No result,25273143,-,,,,HMDB0060747,https://doi.org/10.1007/BF02257676,"The effect of age on concentrations of monoamines, amino acids, and their related substances in the cerebrospinal fluid"
caffeic acid,increased,cerebrospinal fluid,,65,Humans,QAIPRVGONGVQAS-DUXPYHPUSA-N,C01197,No result,689043,Caffeic acid,C9H8O4,180.0423,Hydroxycinnamic acids,HMDB0003501,https://doi.org/10.1007/BF02257676,"The effect of age on concentrations of monoamines, amino acids, and their related substances in the cerebrospinal fluid"
5-hydroxytryptophan,increased,cerebrospinal fluid,,65,Humans,LDCYZAJDBXYCGN-UHFFFAOYSA-N,C01017,No result,144,5-Hydroxy-tryptophan,C11H12N2O3,220.0848,Amino acids,HMDB0000472,https://doi.org/10.1007/BF02257676,"The effect of age on concentrations of monoamines, amino acids, and their related substances in the cerebrospinal fluid"
urate,increased,cerebrospinal fluid,,50-64,Humans,LEHOTFFKMJEONL-UHFFFAOYSA-N,C00366,No result,1175,Uric acid,C5H4N4O3,168.0283,Xanthines,HMDB0000289,https://doi.org/10.1007/BF02257676,"The effect of age on concentrations of monoamines, amino acids, and their related substances in the cerebrospinal fluid"
xanthine,increased,cerebrospinal fluid,,50-64,Humans,LRFVTYWOQMYALW-UHFFFAOYSA-N,C00385,No result,1188,Xanthine,C5H4N4O2,152.0334,Xanthines,HMDB0000292,https://doi.org/10.1007/BF02257676,"The effect of age on concentrations of monoamines, amino acids, and their related substances in the cerebrospinal fluid"
glycine,increased,cerebrospinal fluid,,65,Humans,DHMQDGOQFOQNFH-UHFFFAOYSA-N,C00037,No result,5257127,Glycine,C2H5NO2,75.032,Amino acids,HMDB0000123,https://doi.org/10.1007/BF02257676,"The effect of age on concentrations of monoamines, amino acids, and their related substances in the cerebrospinal fluid"
alanine,increased,cerebrospinal fluid,,50-64,Humans,QNAYBMKLOCPYGJ-REOHCLBHSA-N,C00041,No result,5950,Alanine,C3H7NO2,89.0477,Amino acids,HMDB0000161,https://doi.org/10.1007/BF02257676,"The effect of age on concentrations of monoamines, amino acids, and their related substances in the cerebrospinal fluid"
asparagine,increased,cerebrospinal fluid,,65,Humans,DCXYFEDJOCDNAF-REOHCLBHSA-N,C00152,No result,6267,Asparagine,C4H8N2O3,132.0535,Amino acids,HMDB0000168,https://doi.org/10.1007/BF02257676,"The effect of age on concentrations of monoamines, amino acids, and their related substances in the cerebrospinal fluid"
taurine,increased,cerebrospinal fluid,,50-64,Humans,XOAAWQZATWQOTB-UHFFFAOYSA-N,C00245,No result,1123,Taurine,C2H7NO3S,125.0147,Sulfonic acids,HMDB0000251,https://doi.org/10.1007/BF02257676,"The effect of age on concentrations of monoamines, amino acids, and their related substances in the cerebrospinal fluid"
4-cresyl sulfate,increased,urine,,54-91,Humans,WGNAKZGUSRVWRH-UHFFFAOYSA-N,No result,No result,4615423,p-Cresol sulfate,C7H8O4S,188.0143,Phenylsulfates,HMDB0011635,https://doi.org/10.1021/pr4000152,Microbial-mammalian cometabolites dominate the age-associated urinary metabolic phenotype in Taiwanese and American populations
phenylacetylglutamine,increased,urine,,54-91,Humans,JFLIEFSWGNOPJJ-JTQLQIEISA-N,C04148,No result,92258,alpha-N-Phenylacetylglutamine,C13H16N2O4,264.111,Amino acids,HMDB0006344,https://doi.org/10.1021/pr4000152,Microbial-mammalian cometabolites dominate the age-associated urinary metabolic phenotype in Taiwanese and American populations
creatine,decreased,urine,,54-91,Humans,CVSVTCORWBXHQV-UHFFFAOYSA-N,C00300,No result,586,Creatine,C4H9N3O2,131.0695,Amino acids,HMDB0000064,https://doi.org/10.1021/pr4000152,Microbial-mammalian cometabolites dominate the age-associated urinary metabolic phenotype in Taiwanese and American populations
β-hydroxy-β-methylbutyrate,decreased,urine,,54-91,Humans,AXFYFNCPONWUHW-UHFFFAOYSA-N,No result,LMFA01050396,69362,3-Hydroxyisovaleric acid,C5H10O3,118.063,Hydroxy FA,HMDB0000754,https://doi.org/10.1021/pr4000152,Microbial-mammalian cometabolites dominate the age-associated urinary metabolic phenotype in Taiwanese and American populations
total creatine,increased,parietal white matter,,60,Humans,CVSVTCORWBXHQV-UHFFFAOYSA-N,C00300,No result,586,Creatine,C4H9N3O2,131.0695,Amino acids,HMDB0000064,https://doi.org/10.1002/(SICI)1522-2586(199905)9:5<711::AID-JMRI14>3.0.CO;2-3,Aging of the adult human brain: in vivo quantitation of metabolite content with proton magnetic resonance spectroscopy
Aniline isomer,increased,urine,,30-50,Humans,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,C00292,No result,6115,Aniline,C6H7N,93.0578,Anilines,HMDB0003012,https://doi.org/10.1021/acs.jproteome.5b00354,"Analysis of the Human Adult Urinary Metabolome Variations with Age, Body Mass Index, and Gender by Implementing a Comprehensive Workflow for Univariate and OPLS Statistical Analyses"
Indoleacetic acid isomer,increased,urine,,30-50,Humans,SEOVTRFCIGRIMH-UHFFFAOYSA-N,C00954,No result,802,Indoleacetic acid,C10H9NO2,175.0633,Indole-3-acetic acid derivatives,HMDB0000197,https://doi.org/10.1021/acs.jproteome.5b00354,"Analysis of the Human Adult Urinary Metabolome Variations with Age, Body Mass Index, and Gender by Implementing a Comprehensive Workflow for Univariate and OPLS Statistical Analyses"
Pyridoxic acid isomer 2,increased,urine,,30-50,Humans,HXACOUQIXZGNBF-UHFFFAOYSA-N,C00847,No result,6723,4-Pyridoxic acid,C8H9NO4,183.0532,Pyridinecarboxylic acids,HMDB0000017,https://doi.org/10.1021/acs.jproteome.5b00354,"Analysis of the Human Adult Urinary Metabolome Variations with Age, Body Mass Index, and Gender by Implementing a Comprehensive Workflow for Univariate and OPLS Statistical Analyses"
Caffeine,increased,urine,,30-50,Humans,RYYVLZVUVIJVGH-UHFFFAOYSA-N,C07481,No result,2519,Caffeine,C8H10N4O2,194.0804,Xanthines,HMDB0001847,https://doi.org/10.1021/acs.jproteome.5b00354,"Analysis of the Human Adult Urinary Metabolome Variations with Age, Body Mass Index, and Gender by Implementing a Comprehensive Workflow for Univariate and OPLS Statistical Analyses"
Nicotinic acid isomer,increased,urine,,30-50,Humans,PVNIIMVLHYAWGP-UHFFFAOYSA-N,C00253,No result,938,Nicotinic acid,C6H5NO2,123.032,Pyridinecarboxylic acids,HMDB0001488,https://doi.org/10.1021/acs.jproteome.5b00354,"Analysis of the Human Adult Urinary Metabolome Variations with Age, Body Mass Index, and Gender by Implementing a Comprehensive Workflow for Univariate and OPLS Statistical Analyses"
quinic acid,increased,urine,,30-50,Humans,AAWZDTNXLSGCEK-LNVDRNJUSA-N,No result,No result,6508,Quinic acid,C7H12O6,192.0634,Quinic acids,No result,https://doi.org/10.1021/acs.jproteome.5b00354,"Analysis of the Human Adult Urinary Metabolome Variations with Age, Body Mass Index, and Gender by Implementing a Comprehensive Workflow for Univariate and OPLS Statistical Analyses"
Aminosalicyluric acid,increased,urine,,30-50,Humans,ZYEZRMHWFMTENI-UHFFFAOYSA-N,No result,No result,No result,-,,,,No result,https://doi.org/10.1021/acs.jproteome.5b00354,"Analysis of the Human Adult Urinary Metabolome Variations with Age, Body Mass Index, and Gender by Implementing a Comprehensive Workflow for Univariate and OPLS Statistical Analyses"
Adipoylcarnitine,increased,urine,,30-50,Humans,BSVHAXJKBCWVDA-SNVBAGLBSA-N,No result,No result,91826562,CAR DC5:0,C12H21NO6,275.1369,Acyl carnitines,No result,https://doi.org/10.1021/acs.jproteome.5b00354,"Analysis of the Human Adult Urinary Metabolome Variations with Age, Body Mass Index, and Gender by Implementing a Comprehensive Workflow for Univariate and OPLS Statistical Analyses"
"1,7-Dimethyluric acid",increased,urine,,30-50,Humans,NOFNCLGCUJJPKU-UHFFFAOYSA-N,C16356,No result,91611,"1,7-Dimethyluric acid",C7H8N4O3,196.0596,Xanthines,HMDB0011103,https://doi.org/10.1021/acs.jproteome.5b00354,"Analysis of the Human Adult Urinary Metabolome Variations with Age, Body Mass Index, and Gender by Implementing a Comprehensive Workflow for Univariate and OPLS Statistical Analyses"
"1,3-Dimethyluric acid",increased,urine,,30-50,Humans,OTSBKHHWSQYEHK-UHFFFAOYSA-N,No result,No result,70346,"1,3-Dimethyluric acid",C7H8N4O3,196.0596,Xanthines,HMDB0001857,https://doi.org/10.1021/acs.jproteome.5b00354,"Analysis of the Human Adult Urinary Metabolome Variations with Age, Body Mass Index, and Gender by Implementing a Comprehensive Workflow for Univariate and OPLS Statistical Analyses"
Paraxanthine/Theophylline,increased,urine,,30-50,Humans,QUNWUDVFRNGTCO-UHFFFAOYSA-N/ZFXYFBGIUFBOJW-UHFFFAOYSA-N,C13747/C07130,No result/No result,4687/2153,-,,,,HMDB0001860/HMDB0001889,https://doi.org/10.1021/acs.jproteome.5b00354,"Analysis of the Human Adult Urinary Metabolome Variations with Age, Body Mass Index, and Gender by Implementing a Comprehensive Workflow for Univariate and OPLS Statistical Analyses"
1-methylxanthine,increased,urine,,30-50,Humans,MVOYJPOZRLFTCP-UHFFFAOYSA-N,C16358,No result,80220,1-Methylxanthine,C6H6N4O2,166.0491,Xanthines,HMDB0010738,https://doi.org/10.1021/acs.jproteome.5b00354,"Analysis of the Human Adult Urinary Metabolome Variations with Age, Body Mass Index, and Gender by Implementing a Comprehensive Workflow for Univariate and OPLS Statistical Analyses"
Hydroxyanthranilic acid isomer,increased,urine,,30-50,Humans,JKRIWPXSEMPTNP-UHFFFAOYSA-N,C16235,No result,349497,-,,,,No result,https://doi.org/10.1021/acs.jproteome.5b00354,"Analysis of the Human Adult Urinary Metabolome Variations with Age, Body Mass Index, and Gender by Implementing a Comprehensive Workflow for Univariate and OPLS Statistical Analyses"
Pyrroledicarboxylic acid,increased,urine,,30-50,Humans,WRHZVMBBRYBTKZ-UHFFFAOYSA-N,C05942,No result,12473,Pyrrole-2-carboxylic acid,C5H5NO2,111.032,Pyrrole 2-carboxylic acids,HMDB0004230,https://doi.org/10.1021/acs.jproteome.5b00354,"Analysis of the Human Adult Urinary Metabolome Variations with Age, Body Mass Index, and Gender by Implementing a Comprehensive Workflow for Univariate and OPLS Statistical Analyses"
1-Methyluric acid,increased,urine,,30-50,Humans,QFDRTQONISXGJA-UHFFFAOYSA-N,C16359,No result,69726,1-Methyluric acid,C6H6N4O3,182.044,Xanthines,HMDB0003099,https://doi.org/10.1021/acs.jproteome.5b00354,"Analysis of the Human Adult Urinary Metabolome Variations with Age, Body Mass Index, and Gender by Implementing a Comprehensive Workflow for Univariate and OPLS Statistical Analyses"
fumaric acid,increased,urine,,30-50,Humans,VZCYOOQTPOCHFL-OWOJBTEDSA-N,C00122,No result,21883788,Fumaric acid,C4H4O4,116.011,TCA acids,HMDB0000134,https://doi.org/10.1021/acs.jproteome.5b00354,"Analysis of the Human Adult Urinary Metabolome Variations with Age, Body Mass Index, and Gender by Implementing a Comprehensive Workflow for Univariate and OPLS Statistical Analyses"
